,Majority protein IDs,Gene_name_canonical,cluster_annotation,Graph-based_localization_annotation,consensus_graph_annnotation
313,A0A024R2T4;O94889;B4DHW4;Q647K1;Q6PJF0,KLHL18,cytosol,cytosol,cytosol
314,O94966;A0A024R2T9,USP19,unclassified,ER,ER
315,A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQJ8,TREX1,unclassified,unclassified,unclassified
316,A0A024R2U5;Q9BQQ3;G3V0G1;B4E1H8,GORASP1,Golgi,Golgi,Golgi
317,A0A024R2U6;P52756;Q59HE6,RBM5,nucleus,nucleus,nucleus
318,A8KAH7;A0A024R2W3;P13861;A0A0S2Z472,PRKAR2A,unclassified,unclassified,unclassified
319,A0A024R2W4;Q14118,DAG1,plasma_membrane,plasma_membrane,plasma_membrane
320,B5BUJ8;B2R8Z2;A8K4K4;A0A024R2W7;Q16644;C9J8E1,MAPKAPK3,cytosol,cytosol,cytosol
321,Q92551;A0A024R2X2,IP6K1,ER,ER,ER
322,A0A024R2X6;Q53FJ3;A1LPW7;Q13107;Q08AK7;Q53H56;H7C189,USP4,cytosol,cytosol,cytosol
323,A0A024R2Y2;B2RAF3;Q12893,TMEM115,Golgi,Golgi,Golgi
324,A8K5P5;A0A024R2Y6;Q9NRH2;E7EUC4,SNRK,cytosol,cytosol,cytosol
325,A0A024R2Z6;Q9BVP2,GNL3,nucleolus,nucleolus,nucleolus
326,A0A024R301;Q8NE62,CHDH,mitochondrion,mitochondrion,mitochondrion
327,A0A024R305;Q92560;F8W6N3,BAP1,nucleus,nucleus,nucleus
328,A0A024R316;A0A384N611;Q6DK41;P41221;B3KQX9;C9J8I8,WNT5A,plasma_membrane,plasma_membrane,plasma_membrane
329,A0A024R323;Q9BV23;Q9HBL9,ABHD6,ER,ER,ER
330,A0A024R324;P61586;B4DKN9;Q9BVT0;A0A7I2YQV1;A0A7I2V3G1;C9JNR4;C9JX21,RHOA,actin_cytoskeleton,plasma_membrane,plasma_membrane
331,A0A024R326;Q6IPI1;A0A3B3ITT5;P47914,RPL29,translation,translation,translation
332,A0A024R328;Q05655;B4DFV1,PRKCD,plasma_membrane,plasma_membrane,plasma_membrane
333,A0A024R329;Q9Y5P6;A0A7I2YQI5;A0A7I2V4B5;A0A7I2V2Y5,GMPPB,cytosol,cytosol,cytosol
334,A0A024R332;Q6I9Y2;A0A5S6STF9,THOC7,nucleus,nucleus,nucleus
335,A0A024R333;Q6UXN9,WDR82,nucleus,nucleus,nucleus
336,Q9UHJ3;A0A024R338,SFMBT1,nucleus,nucleus,nucleus
337,U3KQU4;A0A024R342;O14569,CYB561D2,Golgi,Golgi,Golgi
338,A0A024R355;Q8IV48,ERI1,nucleus,nucleus,nucleus
339,Q969S2;A0A024R361;Q3ZCR7,NEIL2,nucleus,nucleus,nucleus
340,A0A024R366;P49789;E9PBZ0,FHIT,unclassified,cytosol,cytosol
341,A0A024R370;P82094;A0A2R8Y7M0,TMF1,Golgi,Golgi,Golgi
342,B4DZZ0;B3KQB4;A0A024R371;O75915,ARL6IP5,ER,ER,ER
343,Q8N8Q9;A0A024R372,NIPA2,Golgi,Golgi,Golgi
344,P07858;A0A7I2V668;E9PHZ5;A0A024R374;A8K2H4;A0A7P0NGZ6;B4DL49;A0A7I2V440;B3KUJ8;E9PSG5;A0A7I2V4Z9;A0A7I2YQK9;E9PQM1,CTSB,lysosome,lysosome,lysosome
345,A0A024R377;Q6IQ32,ADNP2,nucleus,nucleus,nucleus
346,A0A024R383;Q9UL36;J9JID5;J3QQL1;Q9NWI2,ZNF236,nucleus,nucleus,nucleus
347,A0A024R386;I3NI21;I3L288;I3NI23;Q96B96,LDAF1,ER,ER,ER
348,A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9,THUMPD1,cytosol,cytosol,cytosol
349,A0A024R394;Q9UHD1;A0A024R3C3,CHORDC1,cytosol,cytosol,cytosol
350,A0A024R395;P49959;Q05D78,MRE11,nucleus,nucleus,nucleus
351,A8K718;A0A024R396;Q9H0W9;A0A024R3B0;E9PQS1;A0A087WT99;E9PIP1;E9PPB5,C11orf54,cytosol,cytosol,cytosol
352,B6ETL5;A0A024R397;Q96RD7,PANX1,plasma_membrane,plasma_membrane,plasma_membrane
353,A0A024R398;Q8WVL7,ANKRD49,cytosol,cytosol,cytosol
354,A0A024R3A1;Q86XR8;F5GYW0;A0A024R3D1;A0A024R3B1;F5H1B0;F5H0C6,CEP57,centrosome,centrosome,centrosome
355,A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4,DCUN1D5,nucleus,nucleus,nucleus
356,Q8IY63;A0A024R3A6,AMOTL1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
357,A0A024R3A8;Q9BRL6,SRSF8,nucleus,nucleus,nucleus
358,A0A024R3A9;Q9H5J8;E9PM59,TAF1D,nucleus,nucleus,nucleus
359,A0A7P0TAG3;A0A2R8YE98;A0A7P0T881;A0A7P0T8E7;A0A2R8Y7C3;B2RBH9;A0A024R3B3;Q8N4S0;A0A7P0TBN6;F5H777;A0A2R8Y4L3,CCDC82,cytosol,cytosol,cytosol
360,A0A024R3C4;Q7Z4H8;B2R8W4,POGLUT3,ER,ER,ER
361,A0A024R3C7;Q13315,ATM,nucleus,nucleus,nucleus
362,Q8ND24;A0A024R3D4,RNF214,stress_granule,cytosol,cytosol
363,A0A024R3D8;P10515;Q86YI5;A0A7P0TAG1;A0A7P0Z4G4;A0A7P0TBE2;A0A7P0TAX2;A0A7P0T997;B4DJX1;A0A7P0TBK2;E9PEJ4;H0YDD4;A0A7P0TA47,DLAT,mitochondrion,mitochondrion,mitochondrion
364,A0A024R3F4;A0A024R3H6;Q86UU1;Q5W9G0;Q96D60,PHLDB1,plasma_membrane,plasma_membrane,plasma_membrane
365,A0A024R3G7;Q9H0K1,SIK2,cytosol,cytosol,cytosol
366,A0A024R3G9;E9PR06;A0A5F9ZH13;Q9NQC8;E9PRT0;E9PSB9,IFT46,unclassified,unclassified,unclassified
367,A0A024R3H2;Q92673,SORL1,trans-Golgi,early_endosome,early_endosome
368,A0A024R3H5;E9PKA8;E9PQL5;E9PSC8,NKAPD1,nucleus,nucleus,nucleus
369,A0A1W2PPC6;B2R6Z9;B3KY32;A0A024R3H8;Q9H3H5;B4DXH3;A0A1W2PQH0,DPAGT1,ER,ER,ER
370,A8K0S7;U3KPU7;Q6IBR9;A0A024R3H9;U3KQS2;A0A024R3L1;O43826;B4DPL8,SLC37A4,ER,ER,ER
371,P43121;A0A024R3I5;B3KXZ9,MCAM,plasma_membrane,plasma_membrane,plasma_membrane
372,A0A024R3I8;O14681;E9PM05;E9PS58;E9PK61;E9PL33;Q59EJ1,EI24,ER,ER,ER
373,A0A024R3J7;P46977,STT3A,ER,ER,ER
374,A0A024R3J8;Q9H0Q3,FXYD6,plasma_membrane,plasma_membrane,plasma_membrane
375,A0A024R3K2;Q96CM3;B4DUN4,RPUSD4,mitochondrion,mitochondrion,mitochondrion
376,E9PMJ2;J3KP39;A0A024R3L8;Q9BPY3;G3V179,FAM118B,cytosol,cytosol,cytosol
377,Q4G0F5;A0A024R3L9,VPS26B,early_endosome,early_endosome,early_endosome
378,A0A024R3M1;Q9P016,THYN1,nucleus,nucleus,nucleus
379,A0A024R3M7;Q92686,NRGN,cytosol,cytosol,cytosol
380,A0A024R3N2;A0A024R3K9;Q6P4R8;E9PQ59;B4DSL1,NFRKB,nucleus,nucleus,nucleus
381,Q8IW92;A0A024R3N9;Q8NCG3,GLB1L2,Golgi,Golgi,Golgi
382,A0A024R3P1;O15121,DEGS1,ER,ER,ER
383,A0A024R3P9;Q9H3P7,ACBD3,trans-Golgi,trans-Golgi,trans-Golgi
384,A0A024R3Q0;P84077;A0A024R0Y6;P61204;B4DJC8;B4DN70;B4DEB9;F5H423,ARF1,unclassified,cytosol,cytosol
385,A0A024R3R2;O95749;C9J7M1;C9J6G3;A0A2R8YE82,GGPS1,cytosol,cytosol,cytosol
386,A0A024R3R5;Q14739;A0A494C1L1;C9JXK0,LBR,ER,ER,ER
387,A0A024R3T8;P09874;B2R5W3;B4E0E1;A0A7I2V3E1,PARP1,nucleus,nucleus,nucleus
388,A0A024R3U2;Q9H040,SPRTN,unclassified,unclassified,unclassified
389,A0A024R3U3;Q7Z7F7,MRPL55,mitochondrion,mitochondrion,mitochondrion
390,B3KPQ9;A0A024R3U6;Q59FT3;Q9UPW6;C9JR56,SATB2,nucleus,nucleus,nucleus
391,Q8WWC4;A0A024R3U8;H7C0V0,MAIP1,mitochondrion,mitochondrion,mitochondrion
392,P20338;A0A024R3U9;Q53GC2,RAB4A,early_endosome,early_endosome,early_endosome
393,A0A024R3V0;Q9NUQ6;B8ZZZ7,SPATS2L,nucleolus,translation,translation
394,A0A024R3V2;Q9UQ84,EXO1,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
395,A0A024R3V4;Q9H2H8;H7BZ14;C9K058,PPIL3,cytosol,cytosol,cytosol
396,Q658J0;A0A024R3V5;A0A024R3V7;Q9GZT8;E7EXA3;Q6X734,NIF3L1,mitochondrion,mitochondrion,mitochondrion
397,H7C484;A0A024R3V6;Q9H2C2;A0A0A0MRI7;H7C0E7,ARV1,ER,ER,ER
398,A0A024R3V8;Q99598;C4P0D6;C4P0D8,TSNAX,cytosol,cytosol,cytosol
399,A0A024R3W2;Q15388,TOMM20,mitochondrion,mitochondrion,mitochondrion
400,F8WBQ1;A0A024R3W3;Q8NDH6,ICA1L,cytosol,cytosol,cytosol
401,A0A024R3W5;Q9ULF5,SLC39A10,plasma_membrane,plasma_membrane,plasma_membrane
402,A0A024R3W7;P24534;A4D1M6,EEF1B2,unclassified,unclassified,unclassified
403,P10809;A0A024R3X4;B3GQS7;B7Z597;A0A7I2V599;B7Z5E7;A0A7I2YQK6;A0A7I2V5M1,HSPD1,mitochondrion,mitochondrion,mitochondrion
404,A0A024R3X5;B3KMB8;Q9NYY8,FASTKD2,mitochondrion,mitochondrion,mitochondrion
405,A0A024R3X9;Q9Y3A3,MOB4,ER,ER,ER
406,A0A024R3Y6;O75874;V9HW78;Q6FIA4;B2R5M8;Q0QER2,IDH1,cytosol,cytosol,cytosol
407,A0A024R3Z2;B8ZZN6;P63165;A0A5P8PBC0;B8ZZJ0;B9A032,SUMO1,ER,nucleus,nucleus
408,Q6FHH6;Q53TN2;A0A024R3Z5;O43813;B2R602;E9PHS0,LANCL1,unclassified,unclassified,unclassified
409,A0A024R3Z8;Q14790;B6CGU5;A0A024R3Z9;Q6NVI2;A0A0A0MS31;E7ETB7;K4FGA0,CASP8,cytosol,cytosol,cytosol
410,A0A024R402;H7BXH9;Q8WXB1,METTL21A,cytosol,cytosol,cytosol
411,A0A024R411;Q13416;B4DYU9,ORC2,nucleus,nucleus,nucleus
412,O43676;A0A024R413;C9JKQ2,NDUFB3,mitochondrion,mitochondrion,mitochondrion
413,A0A024R415;Q8N490,PNKD,ER,ER,ER
414,Q86T82;A0A024R416,USP37,unclassified,cytosol,cytosol
415,A0A024R424;Q14679;E7EX20;E9PH58;B4DZ35,TTLL4,cytosol,cytosol,cytosol
416,A0A024R438;Q7Z3C6;A8K140;B3KPP7;B4DYN3,ATG9A,trans-Golgi,trans-Golgi,trans-Golgi
417,A0A024R445;Q9Y276;Q53EX1;A8JZZ8;Q53RT4,BCS1L,mitochondrion,mitochondrion,mitochondrion
418,A0A024R454;P31327;Q5R210;Q5R208;Q5R209;Q5R207,CPS1,mitochondrion,mitochondrion,mitochondrion
419,Q9H9Q2;A0A024R471;Q53GQ2;A0A087X1P5;A0A024R478;B3KW51;J3KQ41;J3QT73;J3QT95,COPS7B,cytosol,cytosol,cytosol
420,Q53S54;A0A024R475;Q13618;B7Z600,CUL3,early_endosome,early_endosome,early_endosome
421,A0A7P0TA76;A0A024R487;O95573;B2RBE0;B3KN05;A0A7P0TBB1;A0A7P0T8L6;A0A7P0T905;H7BYZ7,ACSL3,ER,ER,ER
422,A0A024R488;Q8IWB7;Q9H8N9,WDFY1,trans-Golgi,trans-Golgi,trans-Golgi
423,A0A024R495;Q53SE4;Q16760,DGKD,unclassified,unclassified,unclassified
424,A0A024R496;Q9Y376;Q7Z4X0;A0A087X0K1,CAB39,plasma_membrane,actin_cytoskeleton,actin_cytoskeleton
425,B4DMR3;A0A024R498;A0A024R451;P07093;C9JN98,SERPINE2,plasma_membrane,plasma_membrane,plasma_membrane
426,A0A024R4A5;Q6Y7W6;I1E4Y6;A0A7I2V3H0;A0A7I2V516;A0A7I2V3H7;A0A7I2V361;B4DRT8,GIGYF2,stress_granule,stress_granule,stress_granule
427,O00506;A0A024R4B2;B4DVS7;A0A0S2Z4Y2;B4E185;B3KRS6;H7C279;B4DMA5;Q5CZ67;C9J232;C9JCC0;C9JDH9,STK25,unclassified,unclassified,unclassified
428,E9PGT6;B2R8N1;A0A024R4D1;Q99627;H7C3S9,COPS8,cytosol,cytosol,cytosol
429,A0A024R4D7;Q9NSA3,CTNNBIP1,cytosol,cytosol,cytosol
430,Q53GL1;A0A024R4E1;Q9HAN9;B1AN62,NMNAT1,stress_granule,stress_granule,stress_granule
431,Q13148;A0A024R4E2;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A0A0N0M3;A0A0A0N0N3;B4DRW3;K7EJM5;A0A087WV68;A0A087WXQ5,TARDBP,nucleus,nucleus,nucleus
432,A0A024R4E5;B2R5V9;H0Y394;Q96CF6;Q6ZS03,HDLBP,translation,stress_granule,stress_granule
433,A0A024R4E7;O96011,PEX11B,peroxisome,ER,ER
434,A0A024R4F1;P06733;A0A2R8Y6G6;E2DRY6,ENO1,cytosol,cytosol,cytosol
435,A0A024R4F4;M0R2B7;P28340;A0A087WYJ2;Q308M6;M0QZR8;Q59FA0,POLD1,plasma_membrane,cytosol,cytosol
436,A0A024R4H5;K7ERT1,DFFA,cytosol,cytosol,cytosol
437,Q8WZA0;A0A024R4I7;K7ES95,LZIC,cytosol,cytosol,cytosol
438,A0A024R4I8;Q9NT99;A2VDK1;A0PJJ4;M0R2G0,LRRC4B,plasma_membrane,plasma_membrane,plasma_membrane
439,A0A0A0MSI6;A0A024R4J6;B7Z1P2,FBXO44,cytosol,cytosol,cytosol
440,Q75MT9;Q6FHZ0;A0A024R4K3;P40926;Q0QF37;G3XAL0;B3KTM1,MDH2,mitochondrion,mitochondrion,mitochondrion
441,A0A024R4K9;A0A087WZA9;A0A087X266;Q9BXJ8,TMEM120A,ER,ER,ER
442,A0A024R4M0;P46781;B5MCT8;C9JM19;B7Z732;A5D904,RPS9,stress_granule,stress_granule,stress_granule
443,A0A024R4M8;Q8NBN7;G8JLA1;B2RDH1;B3KVA3;A8K6B4,RDH13,mitochondrion,mitochondrion,mitochondrion
444,A0A494C017;C9JJV6;C9JZL8;A0A499FIY8;C9JC07;B4DG42;A0A024R4N0;Q96S97,MYADM,recycling_endosome,recycling_endosome,recycling_endosome
445,A0A024R4N9;Q9BSV6;A0A590UJ73;B0V3J0;A0A0G2JNL0;A0A0G2JNK5,TSEN34,cytosol,cytosol,cytosol
446,A0A024R4P4,ZNF444,nucleus,nucleus,nucleus
447,A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3,TFPT,nucleus,nucleus,nucleus
448,M0R0F0;A0A024R4Q8;P46782;Q53G25;M0QZN2,RPS5,translation,translation,translation
449,O75175;A0A024R4R3;B7Z6J7;Q6ZMJ6;H7C3F5;A0A2H2FJL5,CNOT3,stress_granule,stress_granule,stress_granule
450,A0A024R4R8;O75467;M0R1C8;Q96I98;Q9H861,ZNF324,unclassified,unclassified,unclassified
451,A0A024R4R9;Q96PV6;C9JMY0;A0A087WUE4;A0A0G2JNN3,LENG8,nucleus,nucleus,nucleus
452,A0A024R4S0;O43633;M0R1T5;M0R1L7,CHMP2A,early_endosome,early_endosome,early_endosome
453,A0A024R4S1;Q9Y6I3,EPN1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
454,A0A024R4T4;P61081,UBE2M,cytosol,cytosol,cytosol
455,A0A024R4U0;Q9NP61;B7Z6L2,ARFGAP3,Golgi,Golgi,Golgi
456,Q14166;A0A024R4U3,TTLL12,cytosol,cytosol,cytosol
457,Q8TCT0;A0A024R4U8,CERK,plasma_membrane,recycling_endosome,recycling_endosome
458,A0A024R4V3;Q9NWS6,FAM118A,cytosol,cytosol,cytosol
459,A0A024R4V5;B7Z926;Q9Y4Q3;B4DZC2,BRD1,nucleus,nucleus,nucleus
460,A0A024R4V6;Q9BV10;H7C5R7,ALG12,ER,ER,ER
461,O95696;A0A024R4W4;B4DZ41,BRD1,nucleus,nucleus,nucleus
462,A0A024R4X0;P00387;B1AHF3,CYB5R3,ER,ER,ER
463,A0A024R4X7;Q9UKX7;B4E2D3,NUP50,nucleus,nucleus,nucleus
464,B3KNL1;A0A024R4Y3;O75387;E9PJ68,SLC43A1,plasma_membrane,plasma_membrane,plasma_membrane
465,A0A024R4Z4;A0A024R4Z1;Q96JP5;A0A0A6YYC7;H3BTR0,ZFP91,nucleus,nucleus,nucleus
466,A0A024R4Z6;Q08945,SSRP1,nucleus,nucleus,nucleus
467,A0A384NPS2;A0A0S2Z373;Q63HL5;A0A0C4DFZ2;A0A024R509;P15289;A0A223PQI9;A0A0S2Z309,ARSA,lysosome,lysosome,lysosome
468,A0A024R512,FLJ40629,nucleus,nucleus,nucleus
469,A0A024R525;P02794;Q6NS36;G3V192;B3KXC3;G3V1D1;Q8TD27,FTH1,lysosome,lysosome,lysosome
470,A0A024R529;A0A140VJH7;Q3LXA3;H0YCY6,TKFC,cytosol,cytosol,cytosol
471,A0A024R534;O94776,MTA2,nucleus,nucleus,nucleus
472,A0A024R542;Q9C0C2;B3KXS7,TNKS1BP1,stress_granule,stress_granule,stress_granule
473,A0A024R546;Q9C0B5;H0YEF4,ZDHHC5,plasma_membrane,plasma_membrane,plasma_membrane
474,A0A024R562;Q92934;B4DZQ9,BAD,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
475,A0A024R565;Q9UI30;F5GX77;F5GYQ2,TRMT112,unclassified,unclassified,unclassified
476,A0A024R566;A0A024R5D9;A0A024R588;B4DJU4;A0A024R572;Q15637;B4DSE4;B4DX42,SF1,nucleus,nucleus,nucleus
477,A0A024R567;Q12851;B4DPK7;C9JCU6,MAP4K2,unclassified,unclassified,unclassified
478,A0A024R573;Q7L266;B3KR33;Q9BRH2,ASRGL1,cytosol,cytosol,cytosol
479,A0A024R576;O95159;E9PQ47;E9PNY1,ZFPL1,Golgi,Golgi,Golgi
480,A0A024R578;Q13405;H0YDP7;Q59GE9,MRPL49,mitochondrion,mitochondrion,mitochondrion
481,A0A024R582;Q92785;J3KMZ8,DPF2,nucleus,nucleus,nucleus
482,A0A024R5E8;B2R8A7;A0A024R597;Q92993;Q59EJ8;E9PJI1,KAT5,nucleus,nucleus,nucleus
483,A0A024R598;Q04323;E9PRQ7;B4E0P8;A0A087WTZ5,UBXN1,cytosol,cytosol,cytosol
484,A0A024R5A7;Q9Y6J9;A8K0D4,TAF6L,unclassified,nucleus,nucleus
485,Q8TDP1;A0A024R5B3;B4DMW4,RNASEH2C,unclassified,unclassified,unclassified
486,E9PLI6;E9PS76;A0A024R5B9;Q8N9N8;E9PNH5,EIF1AD,cytosol,cytosol,cytosol
487,A0A024R5C4;B7Z361,RTN3,ER,ER,ER
488,A0A024R5C5;P11498;A0A494C016,PC,mitochondrion,mitochondrion,mitochondrion
489,A0A024R5C6;Q86UY6;F2YHM7;B4E0W9;F5H2C9,NAA40,unclassified,unclassified,unclassified
490,A0A024R5E3;A0A024R5D2;A0A024R570;O00255;A0A5F9ZHS3;Q9UE24,MEN1,nucleus,nucleus,nucleus
491,A0A024R5D6;B5MBX0;Q96FF9,CDCA5,unclassified,nucleus,nucleus
492,A8K0D2;A0A1Y1B909;A0A024R5F7;Q9UBM7;X5DNI9;E9PM00;X5DRD7;E9PJ54;X5D9E1,DHCR7,ER,ER,ER
493,A0A024R5F9;O43505;B3KQQ7;B4DEN5,B4GAT1,Golgi,Golgi,Golgi
494,A0A024R5H0;O75531;B2R4V4,BANF1,ERGIC,ER,ER
495,A0A024R5H3;Q8WV07;F5GZY6;B4DFA5;H3BPK6;F5H6T8;F5GWS9,LTO1,cytosol,cytosol,cytosol
496,A0A024R5H6;Q6VY07,PACS1,unclassified,unclassified,unclassified
497,Q6FGX3;A0A024R5H8;Q53ET8,RAB6A,Golgi,Golgi,Golgi
498,B2R787;A0A024R5I7;O00562;E9PMS0;E9PSD1,PITPNM1,cytosol,cytosol,cytosol
499,A0A024R5J4;Q8TE77,SSH3,cytosol,cytosol,cytosol
500,P20340;A0A024R5J5;B7Z5Z9,RAB6A,Golgi,Golgi,Golgi
501,A0A024R5J6;Q9NYJ1,COA4,mitochondrion,mitochondrion,mitochondrion
502,A0A024R5J8;Q8WUA8;B3KRF9,TSKU,Golgi,Golgi,Golgi
503,A0A024R5K1;Q9BR76;Q9NSK3,CORO1B,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
504,Q9BVK2;A0A7P0T919;H0YDD3;A0A024R5K5;B3KQL8;A0A7P0TAL7;H0YDV4;A0A7P0T8Q8;A0A7P0TAA1;A0A7P0Z449;A0A7P0T837;A0A7P0T845;E9PKA5;A0A7P0TAA8;E9PR58;A0A7P0T810;H0YCV0;H0YD42;A0A7P0TA89;H0YEE0;A0A7P0T9Q0;E9PP96;A0A7P0T9J9;A0A7P0T9A3,ALG8,ER,ER,ER
505,A0A024R5K6;O95298;E9PM14;A0A087WUM3;E9PQ53,NDUFC2,mitochondrion,mitochondrion,mitochondrion
506,A0A024R5K8;P50454;B4DN87;A8K259;E9PJH8;E9PR70;E9PK86;E9PMI5,SERPINH1,ER,ER,ER
507,A0A024R5L0;P42785;E9PNF7;A0A7P0Z451;A0A7P0TB23,PRCP,lysosome,lysosome,lysosome
508,A0A024R5L4;A0A024R5P3,TMEM126B,mitochondrion,mitochondrion,mitochondrion
509,B4DYZ7;A0A024R5M8;Q15054;B7ZAQ5;Q05BV7;Q569I8,POLD3,unclassified,cytosol,cytosol
510,A0A024R5N6;Q9UQ49;B4E0V4,NEU3,plasma_membrane,plasma_membrane,plasma_membrane
511,A0A024R5P0;Q13153;A8KAN3;E9PM17;B7Z3K0,PAK1,cytosol,cytosol,cytosol
512,A0A024R5P6;Q9BSY9;A0A024R5P9,DESI2,ERGIC,ERGIC,ERGIC
513,A0A024R5Q1;Q9NX55,HYPK,translation,unclassified,translation
514,A0A024R5Q7;P30520,ADSS2,cytosol,cytosol,cytosol
515,A0A024R5Q8;Q05D32,CTDSPL2,nucleus,mitochondrion,mitochondrion
516,A0A024R5R0;Q93073;J3KPI1,SECISBP2L,nucleus,nucleus,nucleus
517,A8K2R5;A0A024R5R9;A0A024R5V3;O14775;A0A024R5Y0,GNB5,cytosol,cytosol,cytosol
518,A8K8N5;A0A024R5S4;P40818,USP8,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
519,A0A024R5S5;O75822,EIF3J,stress_granule,stress_granule,stress_granule
520,A0A024R5S9,NEDD4,cytosol,cytosol,cytosol
521,A0A024R5T1;A0A024R5Z0;Q99081;B4DZH5;B4DGI9;F5GY10,TCF12,unclassified,unclassified,unclassified
522,A0A024R5U3;H3BMD8;P56211;H3BQ52;H3BTD3,ARPP19,unclassified,unclassified,unclassified
523,A0A024R5U5;O14672;A0AV88,ADAM10,early_endosome,plasma_membrane,plasma_membrane
524,B3KP47;A0A024R5U8;Q9UHA3;H3BMQ2;A0A7I2V359;A0A7I2V3F2,RSL24D1,nucleolus,nucleus,nucleus
525,A0A024R5U9;Q6PJW8;A0A024R5P7,CNST,ER,ER,ER
526,H0YLN8;A0A024R5V1;Q96QT4,TRPM7,plasma_membrane,plasma_membrane,plasma_membrane
527,A0A024R5V9;Q659A1;B3KXT2,ICE2,unclassified,unclassified,unclassified
528,A0A024R5W0;Q15751,HERC1,cytosol,cytosol,cytosol
529,O75971;A0A024R5X1;H3BQA0,SNAPC5,cytosol,cytosol,cytosol
530,A0A024R5X7;O76031;Q9H072,CLPX,mitochondrion,mitochondrion,mitochondrion
531,A0A024R5Y1;Q9NZD8;H0YMB7;H0YKB0,SPG21,trans-Golgi,trans-Golgi,trans-Golgi
532,B2RD76;A0A024R5Y2;Q13163;A0A024R5X5,MAP2K5,cytosol,cytosol,cytosol
533,A0A024R5Z3;P84022;Q59F45,SMAD3,unclassified,unclassified,unclassified
534,P07355;A0A024R5Z7;V9HW65;H0YMW4;H0YN42;H0YM50;H0YMU9;H0YMD0;A6NMY6;H0YKS4;H0YNB8;H0YNP5,ANXA2,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
535,A0A024R5Z9;B4DRT3;H3BTN5;H3BQ34;Q504U3,PKM,cytosol,cytosol,cytosol
536,Q9NWW5;A0A024R601;A0A0S2Z5G3;H3BUT1;A0A1B0GUD2;Q8NCG1;H3BTY4;A0A0S2Z5D0;H3BUV4,CLN6,ER,ER,ER
537,P05386;A0A024R608;Q6ICQ4,RPLP1,translation,translation,translation
538,A0A024R611;P31146;H3BRY3;Q59G88,CORO1A,plasma_membrane,plasma_membrane,plasma_membrane
539,A0A024R625;P60510;H3BTA2;Q5U086;H3BV22,PPP4C,cytosol,cytosol,cytosol
540,Q6NUM7;A0A024R640;Q9NUQ2,AGPAT5,mitochondrion,mitochondrion,mitochondrion
541,A0A024R641;Q8WUJ0,STYX,unclassified,unclassified,unclassified
542,A0A024R644;O75503;A0A1B0GWI2;B4E1V6;A0A1B0GTR6;A0A1B0GWJ7;A0A1B0GTV7;A0A1B0GUE8,CLN5,lysosome,lysosome,lysosome
543,A0A024R648;Q9Y5J7;A0A1W2PRH9;A0A1W2PQS5;G3V502;G3V2F3,TIMM9,mitochondrion,mitochondrion,mitochondrion
544,A0A024R649;Q96EK6;G3V4W4;G3V5E4,GNPNAT1,cytosol,cytosol,cytosol
545,A0A024R654;E7EQ45;Q9H0R1;B4E1V4,AP5M1,lysosome,lysosome,lysosome
546,A0A024R656;C9JYJ0;O15315;A0A0A0MS18,RAD51B,cytosol,cytosol,cytosol
547,A0A024R657;P29374;A0A024R680;A0A024R6A2;H7C485,ARID4A,nucleus,nucleus,nucleus
548,A0A024R663;Q86UP2,KTN1,ER,ER,ER
549,Q96FK6;A0A024R667;G3V4B8,WDR89,nucleus,nucleus,nucleus
550,A0A024R674;Q59FP5;B2RMN7;P11277,SPTB,unclassified,unclassified,unclassified
551,Q9H3H0;A0A024R683;Q9Y5K8;Q8N5Z9;Q6PJ05;G3V2S6;H0YJH8;G3V559,ATP6V1D,early_endosome,early_endosome,early_endosome
552,A0A024R687;Q96AC1;H0YJ34;A0A0U1RRM8,FERMT2,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
553,A0A024R688;P51948;A0A024R669;H0YJ92;H0YJF2,MNAT1,nucleus,nucleus,nucleus
554,Q53FM1;A0A024R691;Q86VK4;B4E1G8;B4DPE9;B2RCP6;G3V4H7;J3KNQ6;G3V4W2,ZNF410,nucleus,nucleus,nucleus
555,P12814;A0A024R694;A0A7I2V4Y4;Q86TX4;B4DFY0,ACTN1,actin_cytoskeleton,plasma_membrane,plasma_membrane
556,A0A024R6A0;P78540,ARG2,mitochondrion,mitochondrion,mitochondrion
557,A0A024R6A5;P35813;B5BUD5;B2R8E4,PPM1A,cytosol,cytosol,cytosol
558,A0A024R6B2;Q9UNK9,ANGEL1,trans-Golgi,trans-Golgi,trans-Golgi
559,A0A024R6B5;P54652;A0A384MDT7;B3KUS2,HSPA2,cytosol,cytosol,cytosol
560,A0A0C4DGJ7;A0A024R6B7;Q8WUH1,CHURC1,cytosol,cytosol,cytosol
